mid,x,y,z,mpitch,mroll,myaw,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,flight_time,agx,agy,agz,est_x,est_y,cntl_x,cntl_y,residual1,residual2,residual3,residual4,class,class_raw
12,-38,-55,99,0,-170,179,0,0,15,0,0,0,80,81,95,40,59,225.62,257,0,5,-1011,-56.48728083,-49.55017702,-41.64993363,-60.92980641,35.09792067,48.67147486,-0.546485228,-1.018832331,fdi,FDI
12,-38,-55,99,0,-170,179,0,0,15,0,0,0,78,81,99,50,59,225.72,258,-22,0,-1025,-56.72614886,-49.65246602,-41.70897166,-61.24920551,35.56302399,50.43888709,-0.494279542,-0.362212064,fdi,FDI
12,-42,-54,96,1,-171,-178,0,1,15,0,0,0,79,82,100,50,59,225.57,259,6,18,-1035,-59.16558568,-48.86685562,-41.13608829,-61.7847169,31.78925663,52.3505821,-4.586730004,0.587736919,fdi,FDI
12,-34,-58,101,0,-170,-179,1,0,15,0,0,0,79,81,98,40,59,225.61,260,21,22,-995,-56.17656277,-51.11876972,-42.12001898,-61.44889476,43.53729563,47.86390783,6.668445109,-4.518275347,fdi,FDI
12,-34,-58,101,0,-170,-179,0,0,15,0,0,0,79,81,97,40,59,225.67,260,-2,21,-1032,-54.04888751,-51.9959322,-42.68102002,-61.58232188,38.37931532,51.15923927,1.023384382,-1.707908584,fdi,FDI
12,-34,-58,101,0,-170,-179,0,0,15,0,0,0,79,81,97,40,59,225.64,260,-12,-4,-965,-52.66071403,-52.21292816,-43.14185821,-61.80554317,35.29549312,53.03908365,-1.223583117,-0.759511053,fdi,FDI
12,-38,-59,99,0,-170,-178,1,0,15,0,0,0,80,81,97,40,59,225.6,261,-43,-8,-1057,-54.13242914,-52.83251898,-42.88054788,-61.87651969,29.57977108,53.03714645,-5.821910027,-1.638945899,fdi,FDI
12,-37,-58,99,0,-170,-179,0,0,15,0,0,0,80,81,96,40,59,225.64,261,7,35,-1021,-54.65426982,-52.30890845,-42.98404537,-62.26913461,33.35054519,55.43642907,-1.368465612,0.032323441,fdi,FDI
12,-37,-58,99,0,-170,-179,0,-1,15,0,0,0,79,81,98,50,59,225.63,262,-7,-12,-1095,-55.00521247,-51.99635427,-43.07224537,-62.561202,34.14205456,55.26256998,-0.739732677,-0.731206622,fdi,FDI
12,-39,-57,99,0,-170,-179,0,0,15,0,0,0,79,81,99,50,58,225.67,263,12,24,-1010,-56.37754343,-51.16048515,-42.85538346,-63.01972702,32.58832318,56.09357043,-2.568914703,-0.154362761,fdi,FDI
12,-39,-55,101,2,-170,179,0,1,15,0,0,0,79,81,100,50,58,225.64,264,17,12,-943,-57.28630824,-49.47417426,-42.77821956,-63.71528606,34.64477934,57.05265655,-0.905883325,0.798507991,fdi,FDI
12,-39,-55,101,2,-170,179,0,0,15,0,0,0,79,81,99,50,58,225.69,264,2,20,-1010,-57.84403112,-48.83258026,-42.74890615,-64.12639161,35.80759674,54.61508596,-0.391757875,-1.263587726,fdi,FDI
12,-41,-55,103,0,-170,-179,0,-1,15,0,0,0,79,81,100,50,58,225.67,264,2,7,-984,-59.31768503,-48.68993293,-42.42884826,-64.46927575,34.41673919,53.22645732,-2.374398011,-1.923389476,fdi,FDI
12,-41,-55,103,0,-170,-179,0,0,15,0,0,0,78,81,102,50,58,225.71,265,-3,2,-937,-60.27054536,-48.74634454,-42.25619951,-64.78565014,36.53293007,52.49382193,-0.835034206,-1.967257303,fdi,FDI
12,-39,-57,101,0,-170,-179,0,0,15,0,0,0,78,81,103,50,58,225.74,265,4,15,-1015,-59.68838725,-50.19452272,-42.45873044,-64.7205905,39.71000837,50.141812,1.599504482,-3.80157985,fdi,FDI
12,-39,-57,101,0,-170,-179,0,0,16,0,0,0,78,81,106,50,58,225.73,266,-14,12,-1024,-59.22439257,-50.83390212,-42.56888943,-64.90813749,38.49118947,51.81955946,-0.11114052,-1.925278755,fdi,FDI
12,-39,-57,105,0,-171,-179,0,-1,15,0,0,-1,79,81,102,50,58,225.74,267,-11,40,-1078,-58.89738892,-51.05238345,-42.66051894,-65.15391463,37.71973739,52.82719389,-0.87014256,-1.180851024,fdi,FDI
12,-39,-57,109,0,-171,-179,0,0,15,0,0,0,79,81,100,50,58,225.72,267,35,3,-974,-58.68723821,-51.07848898,-42.73608929,-65.42595764,37.26818627,53.38896499,-1.132242114,-0.986948567,fdi,FDI
12,-39,-57,109,0,-171,-179,0,0,15,0,0,0,79,81,100,50,57,225.77,267,39,12,-976,-58.56278974,-51.03433989,-42.79981018,-65.70727,37.02455387,53.67706682,-1.166161342,-1.020452124,fdi,FDI
12,-40,-57,102,0,-171,-178,0,0,15,0,0,0,79,81,99,50,57,225.69,268,-11,11,-988,-59.07278273,-50.97769628,-42.69390602,-65.98989255,35.90530186,53.80973167,-2.115981659,-1.119786714,fdi,FDI
12,-40,-57,102,0,-171,-178,0,0,15,0,0,0,79,81,99,50,57,225.65,268,-20,23,-1009,-59.43196793,-50.93098812,-42.64665034,-66.27080777,36.7673519,53.86129916,-1.207392354,-1.215448507,fdi,FDI
12,-39,-57,103,0,-170,178,0,0,15,0,0,0,78,81,98,50,57,225.67,269,18,11,-963,-59.08650269,-50.89936803,-42.77838082,-66.54939634,38.27879251,53.87486958,0.144936635,-1.285283052,fdi,FDI
12,-39,-57,103,0,-170,178,0,0,15,0,0,0,78,81,97,50,57,225.59,269,8,16,-1022,-58.83321527,-50.88089343,-42.85943296,-66.82600718,37.64819014,53.87337262,-0.611651165,-1.328326442,fdi,FDI
12,-38,-59,101,0,-170,179,0,-1,15,0,0,0,77,80,96,50,57,225.66,270,13,0,-1004,-58.08629653,-52.21191849,-43.09090938,-66.72596964,38.2636301,51.8677789,0.069570393,-3.350969284,fdi,FDI
12,-45,-58,96,2,-170,179,0,0,15,0,0,0,79,80,97,50,57,225.78,271,14,13,-1013,-61.63369181,-52.07978202,-42.11770387,-67.06316155,30.13245538,54.68824449,-7.872498913,-0.675006566,fdi,FDI
12,-37,-59,98,0,-170,-179,0,-1,15,0,0,0,79,80,97,50,57,225.69,272,-8,24,-1031,-59.45338788,-52.6274349,-42.85654798,-67.14081846,43.87963412,53.82790395,5.725386007,-1.924780177,fdi,FDI
12,-36,-60,101,0,-170,179,0,0,15,0,0,0,78,80,94,40,57,225.63,273,8,25,-1005,-57.28544753,-53.4784942,-43.37095444,-67.15108145,40.93445287,53.7785549,2.045853258,-2.280657495,fdi,FDI
12,-36,-60,101,0,-170,179,0,-1,15,0,0,0,78,80,93,40,57,225.67,273,-6,22,-1006,-55.83476177,-53.76679464,-43.75018601,-67.30855546,37.62183177,55.21479389,-0.761177932,-1.272988176,fdi,FDI
12,-40,-60,97,0,-170,178,0,0,15,0,0,0,78,80,93,40,57,225.62,273,-6,15,-1059,-57.24773716,-53.80149423,-43.40697576,-67.50025076,31.73417623,56.00945775,-5.666058188,-1.003848954,fdi,FDI
12,-40,-60,95,0,-170,179,0,-1,15,0,0,0,77,81,95,40,57,225.66,274,39,19,-1007,-58.30179393,-53.7452679,-43.26505652,-67.70368429,34.38872137,56.41641326,-2.362950806,-1.036996088,fdi,FDI
12,-40,-60,95,0,-170,179,0,0,15,0,0,0,77,81,96,50,57,225.81,275,-11,31,-1077,-59.01394676,-53.6737908,-43.16930275,-67.90852852,36.02095775,56.6054167,-0.954110971,-1.157208272,fdi,FDI
12,-40,-58,98,0,-170,179,1,0,15,0,0,0,78,80,99,50,57,225.7,275,34,19,-1034,-59.45759198,-52.27552125,-43.11027133,-68.48625642,36.95398637,58.6813012,-0.50403809,0.726773682,fdi,FDI
12,-40,-61,100,1,-170,-179,0,0,15,0,0,0,78,80,99,50,57,225.74,276,-18,25,-1023,-59.71368259,-53.70589367,-43.07702046,-68.24757302,37.44701461,53.87839519,-0.476691611,-4.042088864,fdi,FDI
12,-40,-61,100,1,-170,-179,0,0,15,0,0,0,78,80,99,50,57,225.76,276,-27,25,-1012,-59.84999137,-54.34763324,-43.06024805,-68.32822776,37.68365354,55.56219559,-0.593705138,-2.158895036,fdi,FDI
12,-41,-61,102,0,-171,-178,0,0,15,0,0,0,77,80,97,50,57,225.66,277,18,14,-958,-60.4934919,-54.57693622,-42.8913836,-68.4656809,36.78246481,56.57347935,-1.728105571,-1.388595009,fdi,FDI
12,-40,-61,100,1,-170,-179,0,0,15,0,0,0,77,80,97,50,57,225.74,278,12,18,-987,-60.33577346,-54.61552859,-42.95291503,-68.6290321,38.72685971,57.13991508,0.009128064,-1.164731232,fdi,FDI
12,-40,-61,100,1,-170,-179,0,0,15,0,0,0,77,80,97,50,56,225.77,278,4,26,-1086,-60.19840112,-54.58229754,-42.97342016,-68.80180056,38.34501699,57.43362649,-0.604458336,-1.171673641,fdi,FDI
12,-40,-62,99,1,-170,-178,0,0,15,0,0,0,78,80,98,50,56,225.71,279,64,17,-957,-60.09635485,-55.20406499,-42.98917247,-68.78857519,38.09451646,56.57196268,-0.891106557,-2.250512636,fdi,FDI
12,122,-15,82,1,152,-179,0,0,137,0,0,0,71,73,79,70,41,241.88,3,-8,18,-1052,105.1724138,-12.93103448,-15.44827586,26.02068966,122,-15,122,-15,fdi,FDI
12,-5,21,113,0,152,175,2,0,137,0,0,0,71,73,103,90,40,242.17,10,-42,14,-1085,6.938227971,17.30537315,13.16074444,15.69587483,-162.7586207,40.39655172,-112.5095785,34.2183908,fdi,FDI
12,-6,22,109,3,152,177,-1,-2,137,0,1,0,71,74,103,90,40,242.23,11,26,23,-1039,-6.438673879,22.03483875,13.28642083,17.76428365,-25.88201785,-2.382099276,2.5362262,-0.51788101,fdi,FDI
12,-3,22,104,-5,152,179,0,0,137,0,0,0,71,74,104,90,40,242.16,12,-18,-1,-1087,-4.649326296,22.39238264,13.80971863,19.63959948,2.675921675,-11.33818049,18.00311107,-5.128922051,fdi,FDI
12,-3,22,104,-5,152,179,0,-1,137,0,0,0,72,73,105,90,40,242.21,12,11,4,-960,-3.932595156,22.26197225,15.33798108,21.4222201,2.557195306,-12.70283086,10.59909645,-3.968189416,fdi,FDI
12,26,21,101,0,152,179,1,1,137,0,0,0,72,73,101,80,40,242.1,15,-3,21,-1026,23.09351799,21.21766031,9.424483813,23.44024776,31.2358981,-13.83157382,35.40023051,-3.61781172,fdi,FDI
12,20,19,105,0,152,179,0,0,137,0,-1,0,72,73,101,90,40,241.97,17,21,18,-934,20.72228173,19.19654252,12.24693008,25.71741533,-13.55677922,-14.46559057,-9.328958475,-3.450925724,fdi,FDI
12,22,24,100,1,152,178,0,-1,137,1,0,0,72,74,97,80,39,241.99,20,21,11,-985,22.09051477,23.54195819,12.62359457,26.22374678,-10.13772981,-6.542568753,-1.887263461,4.641544985,fdi,FDI
12,21,23,99,0,152,-179,0,0,137,0,0,0,72,74,100,90,38,242.13,22,5,23,-1011,21.2240669,23.10241206,13.77189618,28.25783173,-13.41181277,-13.69673861,-3.682845182,-2.325965547,fdi,FDI
12,23,27,108,1,152,179,0,-1,137,0,0,0,72,74,97,80,36,242.11,24,29,0,-1052,22.89166068,26.68202076,14.12492552,28.94049163,-10.41105239,-9.399181151,0.345643926,2.812060383,fdi,FDI
12,27,26,100,1,152,-179,2,1,137,0,0,0,72,75,105,90,35,242.08,27,-17,-14,-999,26.71439621,26.12849038,13.95118944,30.87399995,-8.866311555,-15.64213815,2.489885616,-2.78824755,fdi,FDI
12,28,26,101,-1,152,178,0,-1,138,0,-1,0,72,75,97,80,34,242.1,30,18,4,-989,28.00758549,26.00900403,14.47880133,32.49592489,-13.58334357,-15.17370512,-1.240383529,-1.391633332,fdi,FDI
12,20,33,100,0,151,178,0,1,137,0,-1,0,73,75,97,80,32,242,32,-16,22,-1004,20.72005631,32.40264442,17.2437414,32.31946115,-23.84444466,-8.060615596,-10.20336314,6.098774528,fdi,FDI
12,20,33,100,0,151,178,0,0,137,0,0,0,73,75,95,80,32,241.96,32,33,-4,-985,19.86389808,33.08378759,17.99748756,33.87634375,-13.53108516,-17.34474353,0.395792409,-2.425413873,fdi,FDI
12,20,33,100,0,151,178,0,0,137,0,0,0,73,75,95,80,32,242.03,33,20,33,-1056,19.82156044,33.06987908,18.87061724,35.32178166,-11.77772684,-18.88594833,1.025587131,-2.398434877,fdi,FDI
12,26,34,94,1,151,-179,0,-1,137,0,-1,0,73,75,101,90,31,242.06,35,3,19,-1031,25.37406401,33.92593311,18.21915255,36.48929473,-5.522478455,-18.08909463,6.639058895,-0.696023239,fdi,FDI
12,27,28,105,1,151,178,0,0,137,0,0,0,72,75,103,90,30,242.13,37,-26,-1,-1094,26.92510521,28.46471326,18.80126427,39.443461,-12.48882403,-25.42133583,-0.210728852,-7.437664199,fdi,FDI
12,24,31,106,1,151,-179,1,-2,138,0,0,0,74,75,100,90,29,242.12,38,23,-13,-1010,24.28453576,30.59255566,20.31042262,40.12066274,-18.16184505,-14.63886735,-4.774619682,3.38311368,fdi,FDI
12,31,38,102,0,152,-179,1,-1,137,1,0,0,73,76,101,90,28,242.04,41,-1,4,-974,30.38251954,37.30601741,19.24242262,39.8295089,-7.580025978,-10.31527933,6.368192963,7.004544428,fdi,FDI
12,28,41,102,0,151,-179,1,0,137,0,-1,0,72,75,100,90,27,242.07,42,32,20,-978,28.29157296,40.79827082,20.72131126,40.46817051,-19.27124506,-17.11027339,-4.9488099,0.836930086,fdi,FDI
12,28,41,102,0,151,-179,0,0,137,0,0,0,72,75,99,80,27,242.1,43,52,16,-969,27.98960019,41.09898287,21.35256912,41.73463568,-16.73333179,-22.73566845,-1.303840396,-3.056086502,fdi,FDI
12,28,41,102,0,151,-179,0,-1,137,0,0,0,72,75,100,80,27,242.04,43,2,13,-1017,27.93741966,41.04077888,22.01239302,42.93299891,-16.26397811,-23.62302389,-0.67137625,-2.470506719,fdi,FDI
12,29,34,104,0,152,-179,1,-1,137,0,0,0,73,75,101,90,26,242,44,1,25,-1087,28.84246468,34.53898814,22.4182488,45.91936676,-15.17869852,-30.71915374,0.499188436,-8.731347309,fdi,FDI
12,29,41,103,0,152,-179,2,0,137,0,0,0,73,75,100,80,26,242.01,45,9,15,-1017,28.93634589,40.22887893,23.07194037,45.36493815,-16.49217444,-14.38784122,-0.678573603,7.534482383,fdi,FDI
12,27,39,102,0,152,179,0,0,137,0,0,0,73,75,101,90,26,242.01,46,30,1,-958,27.0936323,39.06754051,24.22450386,47.16774108,-18.70918614,-24.13031707,-2.653166192,-2.817529093,fdi,FDI
12,28,44,102,1,151,-177,2,-1,137,0,0,0,73,75,100,90,25,242.06,47,19,15,-1053,27.80213863,43.50230836,24.62117744,47.09591295,-15.07499167,-17.7990268,0.965957471,4.139452856,fdi,FDI
12,28,44,102,1,151,-177,0,0,138,0,0,0,73,75,98,80,25,242.02,47,7,7,-1101,27.8958381,43.97956486,25.29630275,48.27895027,-15.96138016,-24.20620143,-0.173448106,-1.824895965,fdi,FDI
12,29,43,103,0,152,177,0,0,138,0,0,0,73,75,97,80,25,242.05,47,67,20,-1004,28.82664493,43.05391967,25.70348667,49.6426068,-15.12042241,-26.27280139,0.683795015,-2.844907508,fdi,FDI
12,30,42,100,0,152,179,0,0,137,0,0,0,73,75,96,80,24,242.05,49,53,18,-1000,29.84739164,41.9922768,26.09941858,51.00196695,-15.47770923,-26.08379925,0.417827188,-2.128809266,fdi,FDI
12,32,44,98,0,152,179,0,-1,137,0,0,0,73,76,98,80,24,242.04,49,41,14,-917,31.78623067,43.70099886,26.21215924,51.61067433,-15.03475178,-22.53259576,1.150033162,1.480812348,fdi,FDI
12,32,44,98,0,152,179,0,0,137,0,0,0,73,76,98,80,24,242.04,50,46,-1,-1016,31.97858601,43.89134441,26.80165478,52.73178371,-17.94932325,-24.93032366,-1.282090526,-0.884567893,fdi,FDI
12,31,52,99,1,151,-179,0,0,137,0,0,0,73,76,100,90,24,241.97,51,-5,19,-1042,31.04481939,51.24884582,27.61336961,51.76446026,-19.42424123,-17.33434657,-2.159593218,7.057347017,fdi,FDI
12,32,47,103,0,152,-178,0,0,137,0,0,0,73,76,98,80,24,242.01,51,28,13,-979,31.83839647,47.44137044,27.91313512,54.06096307,-17.15166279,-33.03801865,0.377732353,-7.819816981,fdi,FDI
12,32,49,100,0,152,177,1,-1,137,0,0,0,73,76,98,80,23,242.05,52,17,14,-1049,31.92154878,48.76675164,28.47437943,54.47624145,-18.25793209,-26.16166237,-0.660580848,0.42571505,fdi,FDI
12,32,49,100,0,152,177,0,0,137,0,0,0,73,76,99,80,23,241.99,53,23,11,-1021,31.91857872,48.89844379,29.0217222,55.44263416,-18.44240306,-27.94955234,-0.642527652,-1.221755071,fdi,FDI
12,31,49,101,0,152,179,0,0,137,0,0,0,73,76,100,80,23,242.12,53,16,16,-1009,30.9904524,48.88786504,29.82389171,56.3852275,-19.46617647,-28.24656587,-1.545746584,-1.126858453,fdi,FDI
12,32,50,102,0,152,178,0,0,137,0,0,0,73,75,100,90,23,242,54,16,18,-975,31.80339053,49.78916024,30.12014914,57.06569996,-17.13478377,-27.28243724,0.776706041,0.075995472,fdi,FDI
12,32,51,103,0,152,179,0,0,137,0,0,0,73,75,100,80,23,242.02,55,22,-9,-951,31.90019592,50.79655974,30.67958883,57.73501805,-18.24111577,-27.61077957,-0.416661468,-0.035937214,fdi,FDI
12,32,51,103,0,152,179,0,0,137,0,0,0,73,75,99,80,22,241.96,55,33,-12,-1024,31.90568679,50.88907645,31.22588577,58.63558655,-18.43126158,-29.15835912,-0.495175731,-1.218096859,fdi,FDI
12,31,52,101,-1,152,178,1,-1,137,0,0,0,74,76,99,80,22,242.04,56,-6,2,-1030,30.98268352,51.79567023,32.02743063,59.25969384,-19.45931573,-28.40653855,-1.456937595,-0.093456624,fdi,FDI
12,32,51,103,0,152,-179,1,-1,137,0,0,0,74,76,101,80,22,241.96,57,-7,-1,-1008,31.79871037,50.96004328,32.32331244,60.38512897,-17.1306295,-30.76585942,0.830208545,-2.160620633,fdi,FDI
12,32,51,103,0,152,-179,0,0,137,0,0,0,74,76,101,90,22,241.97,57,-9,25,-1011,31.89737659,50.848367,32.88252593,61.24581568,-18.23861026,-29.65389685,-0.384431383,-0.797895663,fdi,FDI
12,31,54,101,0,152,-179,0,0,137,0,0,0,74,76,100,90,22,242.01,58,1,15,-1003,30.98456221,53.59205502,33.68612597,61.34654821,-19.42975186,-26.45681602,-1.475760388,2.384548311,fdi,FDI
12,31,54,101,0,152,-179,0,0,137,0,0,0,74,76,96,80,22,241.97,58,23,-9,-967,30.88128114,53.89127277,34.23986708,62.19218999,-18.12740166,-30.41705887,-0.192195783,-1.349999261,fdi,FDI
12,30,60,102,1,151,-177,0,0,137,0,0,0,73,76,95,80,22,242.01,58,-1,17,-1034,29.95945171,59.40690696,35.06637684,61.44603512,-18.90799695,-25.07807368,-1.146259854,4.604313999,fdi,FDI
12,29,56,98,0,152,178,0,0,137,0,0,0,74,76,99,80,22,242,59,-23,4,-956,28.94596021,56.30742865,35.90527943,63.20746355,-18.54625349,-37.15332208,-0.962306067,-6.648433362,fdi,FDI
12,30,55,101,0,152,179,0,0,137,0,0,0,74,76,102,80,22,241.94,60,-13,15,-1002,29.76999116,54.96780299,36.25549739,64.13836196,-15.99161791,-34.16392521,1.25314322,-2.53749907,fdi,FDI
12,34,56,103,1,153,179,0,0,137,0,0,0,74,76,102,90,22,241.99,61,19,0,-1090,33.55926913,55.7288931,35.84260137,64.60924135,-13.0722919,-31.11774364,3.894249406,0.434497864,fdi,FDI
12,34,56,103,1,153,179,0,0,137,0,0,0,74,76,103,90,22,242.08,61,-17,16,-1040,33.97617989,55.82010057,36.40855218,65.34989097,-18.58910681,-32.10566398,-1.309132559,-0.685235636,fdi,FDI
12,32,57,103,0,152,177,0,0,138,0,0,0,73,75,102,90,22,242.04,62,32,2,-859,32.13899471,56.74488032,37.42452417,65.82091,-21.50996878,-31.27743518,-3.406318681,0.239371486,fdi,FDI
12,32,57,103,0,152,177,0,0,137,0,0,0,73,76,101,90,22,242.13,62,-21,7,-931,31.90692599,56.84199022,37.93347431,66.53761181,-18.97347947,-32.6339461,-0.555324336,-0.978713639,fdi,FDI
12,32,58,104,0,152,179,-1,-1,137,0,0,0,73,76,99,80,21,242.04,63,-7,20,-1066,31.8844542,57.75841591,38.4709552,66.9806084,-18.53333061,-31.85813141,-0.262724626,0.03631093,fdi,FDI
12,33,60,102,0,152,-179,-1,0,137,0,0,0,73,76,100,90,21,241.98,64,17,1,-993,32.80559556,59.68787524,38.7553784,67.1534286,-17.46433972,-31.21828023,0.723660356,0.891767357,fdi,FDI
12,33,60,102,0,152,-179,0,0,137,0,0,0,73,76,100,90,21,241.96,64,1,-3,-975,32.90891899,59.88154348,39.28833704,67.8050382,-18.78670401,-34.1022689,-0.562085945,-1.552667245,fdi,FDI
12,33,62,101,-1,153,-177,0,-1,137,0,0,0,74,76,95,80,21,241.98,65,13,0,-1020,32.9107109,61.70772086,39.80573391,67.90694564,-19.00883932,-32.57358609,-0.601311852,0.551224212,fdi,FDI
12,33,62,101,-1,153,-177,0,0,137,0,0,0,73,76,94,80,21,241.92,66,-2,-10,-1030,32.90395032,61.88411765,40.32039514,68.49763178,-19.03969465,-35.29422438,-0.527158457,-1.683188947,fdi,FDI
12,35,64,97,0,153,179,0,-1,137,0,0,0,74,76,98,80,20,242,66,12,-10,-994,34.73775075,63.70579211,40.31947448,68.53985924,-17.04107147,-33.73623049,1.530097215,0.474330065,fdi,FDI
12,35,64,97,0,153,179,0,0,138,0,0,0,74,76,101,90,20,242.01,67,22,0,-978,34.93534934,63.88022464,40.81370438,69.07092809,-19.70117052,-36.45102668,-0.939946457,-1.737279954,fdi,FDI
12,30,62,96,0,151,176,0,0,137,0,0,0,74,76,102,90,20,242.02,67,33,-13,-1018,30.33588141,62.0231018,42.56337484,70.08323738,-25.14376945,-38.89142565,-5.95101992,-3.567218927,fdi,FDI
12,34,66,105,0,152,179,0,-2,137,0,1,0,75,77,97,80,20,241.88,68,43,1,-986,33.49454968,65.47307443,42.03889789,69.56369585,-14.5477735,-32.28153237,4.503844052,3.240767067,fdi,FDI
12,38,67,103,0,152,179,0,0,137,0,0,0,75,77,98,80,20,241.98,69,26,-13,-980,37.56253285,66.77619882,41.55295953,69.80712742,-14.7622563,-36.15725118,3.713577847,-0.530963026,fdi,FDI
12,38,67,103,0,152,179,0,-1,137,0,0,0,75,77,99,80,20,242.01,69,-16,8,-1061,37.9955336,66.88049843,42.00824249,70.23979378,-20.81954521,-38.30842965,-1.718455333,-1.898225234,fdi,FDI
12,38,67,103,0,152,179,0,0,137,0,0,0,74,76,99,90,20,242.03,69,7,9,-1007,37.98708073,66.85312542,42.39239332,70.64625825,-21.82034909,-38.64332037,-1.707506695,-1.615825943,fdi,FDI
12,44,73,100,0,153,178,0,0,137,0,0,0,74,76,99,90,20,242.08,70,17,9,-976,43.46373726,72.34163068,41.21889443,69.50251436,-15.95250537,-32.6773562,4.734390828,4.699851396,fdi,FDI
12,40,74,101,0,152,178,0,0,137,0,0,0,74,76,98,80,20,242.07,70,13,9,-1026,40.35994097,73.84501037,42.5578781,69.58574439,-27.93988749,-39.65635505,-6.461853478,-1.609753059,fdi,FDI
12,40,74,101,0,152,178,0,0,138,0,0,0,74,76,100,90,19,242.08,71,45,11,-980,39.93956183,73.93292546,42.80959621,69.82094684,-23.9367878,-42.31131063,-1.34771394,-2.833756321,fdi,FDI
12,38,71,100,-1,152,179,0,0,138,0,0,0,74,76,101,90,19,242.07,71,-1,36,-1094,38.04293706,71.11971665,43.62144534,70.7950533,-25.21967872,-45.70769113,-2.630694321,-5.243634298,fdi,FDI
12,35,71,103,0,152,178,0,0,137,0,0,0,74,77,97,80,19,242.01,72,-25,14,-1013,35.07466233,70.7717293,44.71644291,71.01823782,-25.4364847,-41.74561169,-3.00940079,-0.95508638,fdi,FDI
12,35,71,103,0,152,178,0,0,137,0,0,0,75,77,100,80,19,241.98,73,29,11,-880,34.77160657,70.74245413,45.10064492,71.28588362,-20.97904065,-41.0641074,0.810983153,-0.564715481,fdi,FDI
12,37,72,100,0,152,177,0,0,137,0,0,0,75,77,102,90,19,242.04,73,0,3,-1025,36.62605471,71.66764699,45.02309845,71.30309224,-18.24903465,-39.9595759,2.695906807,0.37867946,fdi,FDI
12,38,73,104,0,152,178,0,-1,138,0,0,0,74,77,106,90,19,242.05,74,25,-3,-966,37.78123952,72.69385174,45.19358747,71.31198514,-19.81856006,-40.27880394,0.800201953,0.053962411,fdi,FDI
12,38,73,104,0,152,178,0,0,137,0,0,0,73,77,105,90,19,242.05,75,5,11,-996,37.90546704,72.79822454,45.58312582,71.55325544,-21.59572308,-41.83295262,-0.761585822,-1.263397311,fdi,FDI
12,38,72,109,0,152,178,0,-1,137,0,0,0,73,77,105,90,19,242.04,75,1,0,-983,37.90426889,71.87316717,45.95250867,72.03354341,-21.88818452,-43.08694308,-0.772831585,-2.221031423,fdi,FDI
12,39,72,107,0,152,179,0,0,137,0,0,0,75,76,104,90,19,242.06,76,8,3,-1009,38.81318524,71.7605519,46.06082412,72.2626278,-20.927332,-41.78803125,0.34319562,-0.831756702,fdi,FDI
12,39,72,107,0,152,179,0,0,137,0,0,0,75,76,106,90,19,242.05,76,40,-4,-995,38.90602167,71.75229245,46.41588018,72.50649312,-22.25928137,-41.56521872,-0.824271382,-0.719025647,fdi,FDI
12,41,72,107,0,152,179,0,0,137,0,0,-1,75,76,103,90,19,241.98,77,-5,-14,-960,40.73997766,71.75505271,46.23983367,72.75273851,-20.47836364,-41.5315874,1.212717704,-0.747514195,fdi,FDI
12,40,72,110,0,152,179,0,0,137,0,0,0,75,76,99,80,19,241.96,77,0,-34,-1039,40.01047922,71.75768324,46.81359171,72.99948839,-24.16803842,-41.52817407,-2.172726925,-0.777097405,fdi,FDI
12,40,72,110,0,152,179,0,0,137,0,0,0,75,77,96,80,19,241.91,78,10,-28,-1019,39.9021717,71.75938335,47.10712851,73.24641339,-23.28045837,-41.5288031,-0.867326085,-0.79645788,fdi,FDI
12,41,72,99,0,152,179,0,-1,137,0,0,0,75,77,95,80,18,241.94,78,27,-2,-1044,40.80118389,71.76042039,47.15292457,73.49342652,-22.11519192,-41.52959396,0.378546562,-0.808302033,fdi,FDI
12,41,72,99,0,152,179,0,0,137,0,0,0,74,77,96,80,18,241.97,79,7,13,-1057,40.89515429,71.76104639,47.44752795,73.74049048,-23.41532141,-41.53013156,-0.799094203,-0.815456811,fdi,FDI
12,41,72,99,0,152,179,0,0,137,0,0,0,74,77,97,80,18,241.93,79,3,-6,-1025,40.8918305,71.7614236,47.72630251,73.98758477,-23.63056095,-41.53046424,-0.779638435,-0.819768764,fdi,FDI
12,42,75,99,0,152,178,0,1,137,0,0,0,74,77,101,80,18,242.03,80,41,7,-1003,41.80147965,74.51992952,47.74467964,73.46237927,-22.65835839,-38.53066588,0.329031232,2.177633581,fdi,FDI
12,41,76,100,0,152,179,1,0,137,0,0,0,74,77,103,90,18,242.03,80,-6,21,-1021,40.97557137,75.74063053,48.26737202,73.42291039,-24.98907334,-41.52380122,-1.846070438,-0.583069385,fdi,FDI
12,41,76,100,0,152,179,0,0,137,0,0,0,75,77,104,90,18,242.06,81,33,0,-913,40.87073293,75.84046199,48.52616423,73.58377372,-23.87726655,-43.52113307,-0.561011539,-1.886516357,fdi,FDI
12,42,73,105,0,152,179,0,0,137,0,0,0,75,77,104,90,18,242.08,81,-6,-2,-1015,41.77980457,73.05804637,48.54026026,74.49262781,-22.6830447,-46.83331466,0.573083067,-4.638937352,fdi,FDI
12,42,73,105,0,152,179,0,0,137,0,0,0,75,77,106,90,18,242.07,81,18,-2,-1043,41.88082854,72.73155666,48.804033,74.65318275,-23.98342404,-42.87260149,-0.684681634,-0.594640033,fdi,FDI
